container	entry	off	size	mode	crc	kind	detail
EXLANG\disc0_rel\00b2b4b6.PDT	406	0xceb000	28672	0x100	ok	raw	53502303
EXLANG\disc0_rel\00b2b4b6.PDT	407	0xcf2000	22528	0x100	ok	raw	53502403
EXLANG\disc0_rel\00b2b4b6.PDT	408	0xcf7800	34816	0x100	ok	raw	53507401
EXLANG\disc0_rel\00b2b4b6.PDT	409	0xd00000	43008	0x100	ok	raw	53507501
EXLANG\disc0_rel\00b2b4b6.PDT	410	0xd0a800	73728	0x100	ok	raw	53507601
EXLANG\disc0_rel\00b2b4b6.PDT	411	0xd1c800	90112	0x100	ok	raw	53507701
EXLANG\disc0_rel\00b2b4b6.PDT	412	0xd32800	65536	0x100	ok	raw	53507801
EXLANG\disc0_rel\00b2b4b6.PDT	413	0xd42800	81920	0x100	ok	raw	53507901
EXLANG\disc0_rel\00b2b4b6.PDT	414	0xd56800	57344	0x100	ok	raw	53507a01
EXLANG\disc0_rel\00b2b4b6.PDT	415	0xd64800	71680	0x100	ok	raw	53507b01
EXLANG\disc0_rel\00b2b4b6.PDT	416	0xd76000	67584	0x100	ok	raw	53507c01
EXLANG\disc0_rel\00b2b4b6.PDT	417	0xd86800	88064	0x100	ok	raw	53507d01
EXLANG\disc0_rel\00b2b4b6.PDT	418	0xd9c000	18432	0x100	ok	raw	53507e01
EXLANG\disc0_rel\00b2b4b6.PDT	419	0xda0800	16384	0x100	ok	raw	53507f01
EXLANG\disc0_rel\00b2b4b6.PDT	420	0xda4800	28672	0x100	ok	raw	53508001
EXLANG\disc0_rel\00b2b4b6.PDT	421	0xdab800	30720	0x100	ok	raw	53508101
EXLANG\disc0_rel\00b2b4b6.PDT	422	0xdb3000	28672	0x100	ok	raw	53508201
EXLANG\disc0_rel\00b2b4b6.PDT	423	0xdba000	30720	0x100	ok	raw	53508301
EXLANG\disc0_rel\00b2b4b6.PDT	424	0xdc1800	18432	0x100	ok	raw	53508401
EXLANG\disc0_rel\00b2b4b6.PDT	425	0xdc6000	49152	0x100	ok	raw	53508501
EXLANG\disc0_rel\00b2b4b6.PDT	426	0xdd2000	24576	0x100	ok	raw	53508601
EXLANG\disc0_rel\00b2b4b6.PDT	427	0xdd8000	34816	0x100	ok	raw	53508701
EXLANG\disc0_rel\00b2b4b6.PDT	428	0xde0800	40960	0x100	ok	raw	53508801
EXLANG\disc0_rel\00b2b4b6.PDT	429	0xdea800	28672	0x100	ok	raw	53508901
EXLANG\disc0_rel\00b2b4b6.PDT	430	0xdf1800	43008	0x100	ok	raw	53508a01
EXLANG\disc0_rel\00b2b4b6.PDT	431	0xdfc000	26624	0x100	ok	raw	53508b01
EXLANG\disc0_rel\00b2b4b6.PDT	432	0xe02800	22528	0x100	ok	raw	53508c01
EXLANG\disc0_rel\00b2b4b6.PDT	433	0xe08000	40960	0x100	ok	raw	53508d01
EXLANG\disc0_rel\00b2b4b6.PDT	434	0xe12000	28672	0x100	ok	raw	53508e01
EXLANG\disc0_rel\00b2b4b6.PDT	435	0xe19000	28672	0x100	ok	raw	53508f01
EXLANG\disc0_rel\00b2b4b6.PDT	436	0xe20000	36864	0x100	ok	raw	53509001
EXLANG\disc0_rel\00b2b4b6.PDT	437	0xe29000	34816	0x100	ok	raw	53509101
EXLANG\disc0_rel\00b2b4b6.PDT	438	0xe31800	32768	0x100	ok	raw	53509201
EXLANG\disc0_rel\00b2b4b6.PDT	439	0xe39800	38912	0x100	ok	raw	53509301
EXLANG\disc0_rel\00b2b4b6.PDT	440	0xe43000	57344	0x100	ok	raw	53509401
EXLANG\disc0_rel\00b2b4b6.PDT	441	0xe51000	43008	0x100	ok	raw	53509501
EXLANG\disc0_rel\00b2b4b6.PDT	442	0xe5b800	43008	0x100	ok	raw	53509601
EXLANG\disc0_rel\00b2b4b6.PDT	443	0xe66000	51200	0x100	ok	raw	53509701
EXLANG\disc0_rel\00b2b4b6.PDT	444	0xe72800	45056	0x100	ok	raw	53509801
EXLANG\disc0_rel\00b2b4b6.PDT	445	0xe7d800	32768	0x100	ok	raw	53509901
EXLANG\disc0_rel\00b2b4b6.PDT	446	0xe85800	40960	0x100	ok	raw	53509a01
EXLANG\disc0_rel\00b2b4b6.PDT	447	0xe8f800	45056	0x100	ok	raw	53509b01
EXLANG\disc0_rel\00b2b4b6.PDT	448	0xe9a800	38912	0x100	ok	raw	53509c01
EXLANG\disc0_rel\00b2b4b6.PDT	449	0xea4000	47104	0x100	ok	raw	53509d01
EXLANG\disc0_rel\00b2b4b6.PDT	450	0xeaf800	38912	0x100	ok	raw	53509e01
EXLANG\disc0_rel\00b2b4b6.PDT	451	0xeb9000	24576	0x100	ok	raw	53509f01
EXLANG\disc0_rel\00b2b4b6.PDT	452	0xebf000	30720	0x100	ok	raw	5350a001
EXLANG\disc0_rel\00b2b4b6.PDT	453	0xec6800	18432	0x100	ok	raw	5350a101
EXLANG\disc0_rel\00b2b4b6.PDT	454	0xecb000	47104	0x100	ok	raw	5350a201
EXLANG\disc0_rel\00b2b4b6.PDT	455	0xed6800	28672	0x100	ok	raw	5350a301
EXLANG\disc0_rel\00b2b4b6.PDT	456	0xedd800	20480	0x100	ok	raw	5350a401
EXLANG\disc0_rel\00b2b4b6.PDT	457	0xee2800	40960	0x100	ok	raw	5350a501
EXLANG\disc0_rel\00b2b4b6.PDT	458	0xeec800	49152	0x100	ok	raw	5350a601
EXLANG\disc0_rel\00b2b4b6.PDT	459	0xef8800	53248	0x100	ok	raw	5350a701
EXLANG\disc0_rel\00b2b4b6.PDT	460	0xf05800	32768	0x100	ok	raw	5350a801
EXLANG\disc0_rel\00b2b4b6.PDT	461	0xf0d800	47104	0x100	ok	raw	5350a901
EXLANG\disc0_rel\00b2b4b6.PDT	462	0xf19000	69632	0x100	ok	raw	5350aa01
EXLANG\disc0_rel\00b2b4b6.PDT	463	0xf2a000	32768	0x100	ok	raw	5350ab01
EXLANG\disc0_rel\00b2b4b6.PDT	464	0xf32000	26624	0x100	ok	raw	5350ac01
EXLANG\disc0_rel\00b2b4b6.PDT	465	0xf38800	30720	0x100	ok	raw	5350ad01
EXLANG\disc0_rel\00b2b4b6.PDT	466	0xf40000	28672	0x100	ok	raw	5350ae01
EXLANG\disc0_rel\00b2b4b6.PDT	467	0xf47000	30720	0x100	ok	raw	5350af01
EXLANG\disc0_rel\00b2b4b6.PDT	468	0xf4e800	51200	0x100	ok	raw	5350b001
EXLANG\disc0_rel\00b2b4b6.PDT	469	0xf5b000	51200	0x100	ok	raw	5350b101
EXLANG\disc0_rel\00b2b4b6.PDT	470	0xf67800	49152	0x100	ok	raw	5350b201
EXLANG\disc0_rel\00b2b4b6.PDT	471	0xf73800	40960	0x100	ok	raw	5350b301
EXLANG\disc0_rel\00b2b4b6.PDT	472	0xf7d800	69632	0x100	ok	raw	5350b401
EXLANG\disc0_rel\00b2b4b6.PDT	473	0xf8e800	69632	0x100	ok	raw	5350b501
EXLANG\disc0_rel\00b2b4b6.PDT	474	0xf9f800	51200	0x100	ok	raw	5350b601
EXLANG\disc0_rel\00b2b4b6.PDT	475	0xfac000	61440	0x100	ok	raw	5350b701
EXLANG\disc0_rel\00b2b4b6.PDT	476	0xfbb000	69632	0x100	ok	raw	5350b801
EXLANG\disc0_rel\00b2b4b6.PDT	477	0xfcc000	12288	0x100	ok	raw	5350b901
EXLANG\disc0_rel\00b2b4b6.PDT	478	0xfcf000	18432	0x100	ok	raw	5350ba01
EXLANG\disc0_rel\00b2b4b6.PDT	479	0xfd3800	16384	0x100	ok	raw	5350bb01
EXLANG\disc0_rel\00b2b4b6.PDT	480	0xfd7800	28672	0x100	ok	raw	5350bc01
EXLANG\disc0_rel\00b2b4b6.PDT	481	0xfde800	30720	0x100	ok	raw	5350bd01
EXLANG\disc0_rel\00b2b4b6.PDT	482	0xfe6000	36864	0x100	ok	raw	5350be01
EXLANG\disc0_rel\00b2b4b6.PDT	483	0xfef000	34816	0x100	ok	raw	5350bf01
EXLANG\disc0_rel\00b2b4b6.PDT	484	0xff7800	24576	0x100	ok	raw	5350c001
EXLANG\disc0_rel\00b2b4b6.PDT	485	0xffd800	24576	0x100	ok	raw	5350c101
EXLANG\disc0_rel\00b2b4b6.PDT	486	0x1003800	59392	0x100	ok	raw	5350c201
EXLANG\disc0_rel\00b2b4b6.PDT	487	0x1012000	73728	0x100	ok	raw	5350c301
EXLANG\disc0_rel\00b2b4b6.PDT	488	0x1024000	32768	0x100	ok	raw	5350c401
EXLANG\disc0_rel\00b2b4b6.PDT	489	0x102c000	47104	0x100	ok	raw	5350c501
EXLANG\disc0_rel\00b2b4b6.PDT	490	0x1037800	32768	0x100	ok	raw	5350c601
EXLANG\disc0_rel\00b2b4b6.PDT	491	0x103f800	28672	0x100	ok	raw	5350c701
EXLANG\disc0_rel\00b2b4b6.PDT	492	0x1046800	26624	0x100	ok	raw	5350c801
EXLANG\disc0_rel\00b2b4b6.PDT	493	0x104d000	36864	0x100	ok	raw	5350c901
EXLANG\disc0_rel\00b2b4b6.PDT	494	0x1056000	36864	0x100	ok	raw	5350ca01
EXLANG\disc0_rel\00b2b4b6.PDT	495	0x105f000	38912	0x100	ok	raw	5350cb01
EXLANG\disc0_rel\00b2b4b6.PDT	496	0x1068800	36864	0x100	ok	raw	5350cc01
EXLANG\disc0_rel\00b2b4b6.PDT	497	0x1071800	53248	0x100	ok	raw	5350cd01
EXLANG\disc0_rel\00b2b4b6.PDT	498	0x107e800	61440	0x100	ok	raw	5350ce01
EXLANG\disc0_rel\00b2b4b6.PDT	499	0x108d800	28672	0x100	ok	raw	5350cf01
EXLANG\disc0_rel\00b2b4b6.PDT	500	0x1094800	49152	0x100	ok	raw	5350d001
EXLANG\disc0_rel\00b2b4b6.PDT	501	0x10a0800	55296	0x100	ok	raw	5350d101
EXLANG\disc0_rel\00b2b4b6.PDT	502	0x10ae000	49152	0x100	ok	raw	5350d201
EXLANG\disc0_rel\00b2b4b6.PDT	503	0x10ba000	38912	0x100	ok	raw	5350d301
EXLANG\disc0_rel\00b2b4b6.PDT	504	0x10c3800	40960	0x100	ok	raw	5350d401
EXLANG\disc0_rel\00b2b4b6.PDT	505	0x10cd800	51200	0x100	ok	raw	5350d501
EXLANG\disc0_rel\00b2b4b6.PDT	506	0x10da000	36864	0x100	ok	raw	5350d601
EXLANG\disc0_rel\00b2b4b6.PDT	507	0x10e3000	40960	0x100	ok	raw	5350d701
EXLANG\disc0_rel\00b2b4b6.PDT	508	0x10ed000	26624	0x100	ok	raw	5350d801
EXLANG\disc0_rel\00b2b4b6.PDT	509	0x10f3800	49152	0x100	ok	raw	5350d901
EXLANG\disc0_rel\00b2b4b6.PDT	510	0x10ff800	22528	0x100	ok	raw	5350da01
EXLANG\disc0_rel\00b2b4b6.PDT	511	0x1105000	34816	0x100	ok	raw	5350db01
EXLANG\disc0_rel\00b2b4b6.PDT	512	0x110d800	26624	0x100	ok	raw	5350dc01
EXLANG\disc0_rel\00b2b4b6.PDT	513	0x1114000	32768	0x100	ok	raw	5350dd01
EXLANG\disc0_rel\00b2b4b6.PDT	514	0x111c000	49152	0x100	ok	raw	5350de01
EXLANG\disc0_rel\00b2b4b6.PDT	515	0x1128000	38912	0x100	ok	raw	5350df01
EXLANG\disc0_rel\00b2b4b6.PDT	516	0x1131800	18432	0x100	ok	raw	5350e001
EXLANG\disc0_rel\00b2b4b6.PDT	517	0x1136000	30720	0x100	ok	raw	5350e101
EXLANG\disc0_rel\00b2b4b6.PDT	518	0x113d800	34816	0x100	ok	raw	5350e201
EXLANG\disc0_rel\00b2b4b6.PDT	519	0x1146000	34816	0x100	ok	raw	5350e301
EXLANG\disc0_rel\00b2b4b6.PDT	520	0x114e800	38912	0x100	ok	raw	5350e401
EXLANG\disc0_rel\00b2b4b6.PDT	521	0x1158000	55296	0x100	ok	raw	5350e501
EXLANG\disc0_rel\00b2b4b6.PDT	522	0x1165800	47104	0x100	ok	raw	5350e601
EXLANG\disc0_rel\00b2b4b6.PDT	523	0x1171000	43008	0x100	ok	raw	5350e701
EXLANG\disc0_rel\00b2b4b6.PDT	524	0x117b800	51200	0x100	ok	raw	5350e801
EXLANG\disc0_rel\00b2b4b6.PDT	525	0x1188000	55296	0x100	ok	raw	5350e901
EXLANG\disc0_rel\00b2b4b6.PDT	526	0x1195800	26624	0x100	ok	raw	5350ea01
EXLANG\disc0_rel\00b2b4b6.PDT	527	0x119c000	34816	0x100	ok	raw	5350eb01
EXLANG\disc0_rel\00b2b4b6.PDT	528	0x11a4800	32768	0x100	ok	raw	5350ec01
EXLANG\disc0_rel\00b2b4b6.PDT	529	0x11ac800	34816	0x100	ok	raw	5350ed01
EXLANG\disc0_rel\00b2b4b6.PDT	530	0x11b5000	32768	0x100	ok	raw	5350ee01
EXLANG\disc0_rel\00b2b4b6.PDT	531	0x11bd000	26624	0x100	ok	raw	5350ef01
EXLANG\disc0_rel\00b2b4b6.PDT	532	0x11c3800	40960	0x100	ok	raw	5350f001
EXLANG\disc0_rel\00b2b4b6.PDT	533	0x11cd800	36864	0x100	ok	raw	5350f101
EXLANG\disc0_rel\00b2b4b6.PDT	534	0x11d6800	10240	0x100	ok	raw	5350f201
EXLANG\disc0_rel\00b2b4b6.PDT	535	0x11d9000	12288	0x100	ok	raw	5350f301
EXLANG\disc0_rel\00b2b4b6.PDT	536	0x11dc000	14336	0x100	ok	raw	5350f401
EXLANG\disc0_rel\00b2b4b6.PDT	537	0x11df800	10240	0x100	ok	raw	5350f501
EXLANG\disc0_rel\00b2b4b6.PDT	538	0x11e2000	20480	0x100	ok	raw	5350f601
EXLANG\disc0_rel\00b2b4b6.PDT	539	0x11e7000	14336	0x100	ok	raw	5350f701
EXLANG\disc0_rel\00b2b4b6.PDT	540	0x11ea800	20480	0x100	ok	raw	5350f801
EXLANG\disc0_rel\00b2b4b6.PDT	541	0x11ef800	6144	0x100	ok	raw	5350f901
EXLANG\disc0_rel\00b2b4b6.PDT	542	0x11f1000	6144	0x100	ok	raw	5350fa01
EXLANG\disc0_rel\00b2b4b6.PDT	543	0x11f2800	24576	0x100	ok	raw	5350fb01
EXLANG\disc0_rel\00b2b4b6.PDT	544	0x11f8800	38912	0x100	ok	raw	5350fc01
EXLANG\disc0_rel\00b2b4b6.PDT	545	0x1202000	22528	0x100	ok	raw	5350fd01
EXLANG\disc0_rel\00b2b4b6.PDT	546	0x1207800	26624	0x100	ok	raw	5350fe01
EXLANG\disc0_rel\00b2b4b6.PDT	547	0x120e000	26624	0x100	ok	raw	5350ff01
EXLANG\disc0_rel\00b2b4b6.PDT	548	0x1214800	32768	0x100	ok	raw	53500002
EXLANG\disc0_rel\00b2b4b6.PDT	549	0x121c800	26624	0x100	ok	raw	53500102
EXLANG\disc0_rel\00b2b4b6.PDT	550	0x1223000	6144	0x100	ok	raw	53500202
EXLANG\disc0_rel\00b2b4b6.PDT	551	0x1224800	22528	0x100	ok	raw	53500302
EXLANG\disc0_rel\00b2b4b6.PDT	552	0x122a000	14336	0x100	ok	raw	53500402
EXLANG\disc0_rel\00b2b4b6.PDT	553	0x122d800	16384	0x100	ok	raw	53500502
EXLANG\disc0_rel\00b2b4b6.PDT	554	0x1231800	6144	0x100	ok	raw	53500602
EXLANG\disc0_rel\00b2b4b6.PDT	555	0x1233000	6144	0x100	ok	raw	53500702
EXLANG\disc0_rel\00b2b4b6.PDT	556	0x1234800	6144	0x100	ok	raw	53500802
EXLANG\disc0_rel\00b2b4b6.PDT	557	0x1236000	6144	0x100	ok	raw	53500902
EXLANG\disc0_rel\00b2b4b6.PDT	558	0x1237800	6144	0x100	ok	raw	53500a02
EXLANG\disc0_rel\00b2b4b6.PDT	559	0x1239000	6144	0x100	ok	raw	53500b02
EXLANG\disc0_rel\00b2b4b6.PDT	560	0x123a800	6144	0x100	ok	raw	53500c02
EXLANG\disc0_rel\00b2b4b6.PDT	561	0x123c000	24576	0x100	ok	raw	53500d02
EXLANG\disc0_rel\00b2b4b6.PDT	562	0x1242000	45056	0x100	ok	raw	53500e02
EXLANG\disc0_rel\00b2b4b6.PDT	563	0x124d000	43008	0x100	ok	raw	53500f02
EXLANG\disc0_rel\00b2b4b6.PDT	564	0x1257800	20480	0x100	ok	raw	53501002
EXLANG\disc0_rel\00b2b4b6.PDT	565	0x125c800	28672	0x100	ok	raw	53501102
EXLANG\disc0_rel\00b2b4b6.PDT	566	0x1263800	22528	0x100	ok	raw	53501202
EXLANG\disc0_rel\00b2b4b6.PDT	567	0x1269000	36864	0x100	ok	raw	53501302
EXLANG\disc0_rel\00b2b4b6.PDT	568	0x1272000	30720	0x100	ok	raw	53501402
EXLANG\disc0_rel\00b2b4b6.PDT	569	0x1279800	34816	0x100	ok	raw	53501502
EXLANG\disc0_rel\00b2b4b6.PDT	570	0x1282000	53248	0x100	ok	raw	53501602
EXLANG\disc0_rel\00b2b4b6.PDT	571	0x128f000	86016	0x100	ok	raw	53501702
EXLANG\disc0_rel\00b2b4b6.PDT	572	0x12a4000	59392	0x100	ok	raw	53501802
EXLANG\disc0_rel\00b2b4b6.PDT	573	0x12b2800	75776	0x100	ok	raw	53501902
EXLANG\disc0_rel\00b2b4b6.PDT	574	0x12c5000	59392	0x100	ok	raw	53501a02
EXLANG\disc0_rel\00b2b4b6.PDT	575	0x12d3800	59392	0x100	ok	raw	53501b02
EXLANG\disc0_rel\00b2b4b6.PDT	576	0x12e2000	28672	0x100	ok	raw	53501c02
EXLANG\disc0_rel\00b2b4b6.PDT	577	0x12e9000	36864	0x100	ok	raw	53501d02
EXLANG\disc0_rel\00b2b4b6.PDT	578	0x12f2000	38912	0x100	ok	raw	53501e02
EXLANG\disc0_rel\00b2b4b6.PDT	579	0x12fb800	24576	0x100	ok	raw	53501f02
EXLANG\disc0_rel\00b2b4b6.PDT	580	0x1301800	24576	0x100	ok	raw	53502002
EXLANG\disc0_rel\00b2b4b6.PDT	581	0x1307800	24576	0x100	ok	raw	53502102
EXLANG\disc0_rel\00b2b4b6.PDT	582	0x130d800	16384	0x100	ok	raw	53502202
EXLANG\disc0_rel\00b2b4b6.PDT	583	0x1311800	14336	0x100	ok	raw	53502302
EXLANG\disc0_rel\00b2b4b6.PDT	584	0x1315000	36864	0x100	ok	raw	53502402
EXLANG\disc0_rel\00b2b4b6.PDT	585	0x131e000	38912	0x100	ok	raw	53502502
EXLANG\disc0_rel\00b2b4b6.PDT	586	0x1327800	24576	0x100	ok	raw	53502602
EXLANG\disc0_rel\00b2b4b6.PDT	587	0x132d800	22528	0x100	ok	raw	53502702
EXLANG\disc0_rel\00b2b4b6.PDT	588	0x1333000	12288	0x100	ok	raw	53502802
EXLANG\disc0_rel\00b2b4b6.PDT	589	0x1336000	18432	0x100	ok	raw	53502902
EXLANG\disc0_rel\00b2b4b6.PDT	590	0x133a800	22528	0x100	ok	raw	53502a02
EXLANG\disc0_rel\00b2b4b6.PDT	591	0x1340000	14336	0x100	ok	raw	53502b02
EXLANG\disc0_rel\00b2b4b6.PDT	592	0x1343800	22528	0x100	ok	raw	53502c02
EXLANG\disc0_rel\00b2b4b6.PDT	593	0x1349000	32768	0x100	ok	raw	53502d02
EXLANG\disc0_rel\00b2b4b6.PDT	594	0x1351000	20480	0x100	ok	raw	53502e02
EXLANG\disc0_rel\00b2b4b6.PDT	595	0x1356000	26624	0x100	ok	raw	53502f02
EXLANG\disc0_rel\00b2b4b6.PDT	596	0x135c800	34816	0x100	ok	raw	53503002
EXLANG\disc0_rel\00b2b4b6.PDT	597	0x1365000	57344	0x100	ok	raw	53503102
EXLANG\disc0_rel\00b2b4b6.PDT	598	0x1373000	43008	0x100	ok	raw	53503202
EXLANG\disc0_rel\00b2b4b6.PDT	599	0x137d800	20480	0x100	ok	raw	53503302
EXLANG\disc0_rel\00b2b4b6.PDT	600	0x1382800	49152	0x100	ok	raw	53503402
EXLANG\disc0_rel\00b2b4b6.PDT	601	0x138e800	26624	0x100	ok	raw	53503502
EXLANG\disc0_rel\00b2b4b6.PDT	602	0x1395000	51200	0x100	ok	raw	53503602
EXLANG\disc0_rel\00b2b4b6.PDT	603	0x13a1800	22528	0x100	ok	raw	53503702
EXLANG\disc0_rel\00b2b4b6.PDT	604	0x13a7000	22528	0x100	ok	raw	53503802
EXLANG\disc0_rel\00b2b4b6.PDT	605	0x13ac800	38912	0x100	ok	raw	53503902
EXLANG\disc0_rel\00b2b4b6.PDT	606	0x13b6000	32768	0x100	ok	raw	53503a02
EXLANG\disc0_rel\00b2b4b6.PDT	607	0x13be000	26624	0x100	ok	raw	53503b02
EXLANG\disc0_rel\00b2b4b6.PDT	608	0x13c4800	24576	0x100	ok	raw	53503c02
EXLANG\disc0_rel\00b2b4b6.PDT	609	0x13ca800	36864	0x100	ok	raw	53503d02
EXLANG\disc0_rel\00b2b4b6.PDT	610	0x13d3800	34816	0x100	ok	raw	53503e02
EXLANG\disc0_rel\00b2b4b6.PDT	611	0x13dc000	38912	0x100	ok	raw	53503f02
EXLANG\disc0_rel\00b2b4b6.PDT	612	0x13e5800	51200	0x100	ok	raw	53504002
EXLANG\disc0_rel\00b2b4b6.PDT	613	0x13f2000	55296	0x100	ok	raw	53504102
EXLANG\disc0_rel\00b2b4b6.PDT	614	0x13ff800	34816	0x100	ok	raw	53504202
EXLANG\disc0_rel\00b2b4b6.PDT	615	0x1408000	22528	0x100	ok	raw	53504302
EXLANG\disc0_rel\00b2b4b6.PDT	616	0x140d800	26624	0x100	ok	raw	53504402
EXLANG\disc0_rel\00b2b4b6.PDT	617	0x1414000	40960	0x100	ok	raw	53504502
EXLANG\disc0_rel\00b2b4b6.PDT	618	0x141e000	49152	0x100	ok	raw	53504602
EXLANG\disc0_rel\00b2b4b6.PDT	619	0x142a000	32768	0x100	ok	raw	53504702
EXLANG\disc0_rel\00b2b4b6.PDT	620	0x1432000	38912	0x100	ok	raw	53504802
EXLANG\disc0_rel\00b2b4b6.PDT	621	0x143b800	20480	0x100	ok	raw	53504902
EXLANG\disc0_rel\00b2b4b6.PDT	622	0x1440800	40960	0x100	ok	raw	53504a02
EXLANG\disc0_rel\00b2b4b6.PDT	623	0x144a800	40960	0x100	ok	raw	53504b02
EXLANG\disc0_rel\00b2b4b6.PDT	624	0x1454800	43008	0x100	ok	raw	53504c02
EXLANG\disc0_rel\00b2b4b6.PDT	625	0x145f000	43008	0x100	ok	raw	53504d02
EXLANG\disc0_rel\00b2b4b6.PDT	626	0x1469800	24576	0x100	ok	raw	53504e02
EXLANG\disc0_rel\00b2b4b6.PDT	627	0x146f800	38912	0x100	ok	raw	53504f02
EXLANG\disc0_rel\00b2b4b6.PDT	628	0x1479000	36864	0x100	ok	raw	53505002
EXLANG\disc0_rel\00b2b4b6.PDT	629	0x1482000	36864	0x100	ok	raw	53505102
EXLANG\disc0_rel\00b2b4b6.PDT	630	0x148b000	20480	0x100	ok	raw	53505202
EXLANG\disc0_rel\00b2b4b6.PDT	631	0x1490000	20480	0x100	ok	raw	53502503
EXLANG\disc0_rel\00b2b4b6.PDT	632	0x1495000	30720	0x100	ok	raw	53502603
EXLANG\disc0_rel\00b2b4b6.PDT	633	0x149c800	45056	0x100	ok	raw	53502803
EXLANG\disc0_rel\00b2b4b6.PDT	634	0x14a7800	34816	0x100	ok	raw	53502903
EXLANG\disc0_rel\00b2b4b6.PDT	635	0x14b0000	28672	0x100	ok	raw	53502a03
EXLANG\disc0_rel\00b2b4b6.PDT	636	0x14b7000	38912	0x100	ok	raw	53502b03
EXLANG\disc0_rel\00b2b4b6.PDT	637	0x14c0800	26624	0x100	ok	raw	53502c03
EXLANG\disc0_rel\00b2b4b6.PDT	638	0x14c7000	22528	0x100	ok	raw	53502d03
EXLANG\disc0_rel\00b2b4b6.PDT	639	0x14cc800	36864	0x100	ok	raw	53502e03
EXLANG\disc0_rel\00b2b4b6.PDT	640	0x14d5800	28672	0x100	ok	raw	53502f03
EXLANG\disc0_rel\00b2b4b6.PDT	641	0x14dc800	43008	0x100	ok	raw	53503003
EXLANG\disc0_rel\00b2b4b6.PDT	642	0x14e7000	24576	0x100	ok	raw	53503103
EXLANG\disc0_rel\00b2b4b6.PDT	643	0x14ed000	24576	0x100	ok	raw	53502703
EXLANG\disc0_rel\00b2b4b6.PDT	644	0x14f3000	28672	0x100	ok	raw	53503203
EXLANG\disc0_rel\00b2b4b6.PDT	645	0x14fa000	32768	0x100	ok	raw	53503303
EXLANG\disc0_rel\00b2b4b6.PDT	646	0x1502000	16384	0x100	ok	raw	53503403
EXLANG\disc0_rel\00b2b4b6.PDT	647	0x1506000	30720	0x100	ok	raw	53503503
EXLANG\disc0_rel\00b2b4b6.PDT	648	0x150d800	20480	0x100	ok	raw	53503603
EXLANG\disc0_rel\00b2b4b6.PDT	649	0x1512800	22528	0x100	ok	raw	53503703
EXLANG\disc0_rel\00b2b4b6.PDT	650	0x1518000	24576	0x100	ok	raw	53503803
EXLANG\disc0_rel\00b2b4b6.PDT	651	0x151e000	14336	0x100	ok	raw	53503903
EXLANG\disc0_rel\00b2b4b6.PDT	652	0x1521800	20480	0x100	ok	raw	53503a03
EXLANG\disc0_rel\00b2b4b6.PDT	653	0x1526800	28672	0x100	ok	raw	53503b03
EXLANG\disc0_rel\00b2b4b6.PDT	654	0x152d800	18432	0x100	ok	raw	53503c03
EXLANG\disc0_rel\00b2b4b6.PDT	655	0x1532000	34816	0x100	ok	raw	53503d03
EXLANG\disc0_rel\00b2b4b6.PDT	656	0x153a800	32768	0x100	ok	raw	53503e03
EXLANG\disc0_rel\00b2b4b6.PDT	657	0x1542800	61440	0x100	ok	raw	53503f03
EXLANG\disc0_rel\00b2b4b6.PDT	658	0x1551800	30720	0x100	ok	raw	53504003
EXLANG\disc0_rel\00b2b4b6.PDT	659	0x1559000	43008	0x100	ok	raw	53504103
EXLANG\disc0_rel\00b2b4b6.PDT	660	0x1563800	26624	0x100	ok	raw	53504203
EXLANG\disc0_rel\00b2b4b6.PDT	661	0x156a000	43008	0x100	ok	raw	53504303
EXLANG\disc0_rel\00b2b4b6.PDT	662	0x1574800	28672	0x100	ok	raw	53504403
EXLANG\disc0_rel\00b2b4b6.PDT	663	0x157b800	32768	0x100	ok	raw	53504503
EXLANG\disc0_rel\00b2b4b6.PDT	664	0x1583800	18432	0x100	ok	raw	53504603
EXLANG\disc0_rel\00b2b4b6.PDT	665	0x1588000	49152	0x100	ok	raw	53504703
EXLANG\disc0_rel\00b2b4b6.PDT	666	0x1594000	26624	0x100	ok	raw	53504803
EXLANG\disc0_rel\00b2b4b6.PDT	667	0x159a800	20480	0x100	ok	raw	53504903
EXLANG\disc0_rel\00b2b4b6.PDT	668	0x159f800	28672	0x100	ok	raw	53504a03
EXLANG\disc0_rel\00b2b4b6.PDT	669	0x15a6800	28672	0x100	ok	raw	53504b03
EXLANG\disc0_rel\00b2b4b6.PDT	670	0x15ad800	26624	0x100	ok	raw	53504c03
EXLANG\disc0_rel\00b2b4b6.PDT	671	0x15b4000	32768	0x100	ok	raw	53504d03
EXLANG\disc0_rel\00b2b4b6.PDT	672	0x15bc000	45056	0x100	ok	raw	53504e03
EXLANG\disc0_rel\00b2b4b6.PDT	673	0x15c7000	16384	0x100	ok	raw	53504f03
EXLANG\disc0_rel\00b2b4b6.PDT	674	0x15cb000	45056	0x100	ok	raw	53505003
EXLANG\disc0_rel\00b2b4b6.PDT	675	0x15d6000	34816	0x100	ok	raw	53505103
EXLANG\disc0_rel\00b2b4b6.PDT	676	0x15de800	16384	0x100	ok	raw	53505203
EXLANG\disc0_rel\00b2b4b6.PDT	677	0x15e2800	26624	0x100	ok	raw	53505303
EXLANG\disc0_rel\00b2b4b6.PDT	678	0x15e9000	22528	0x100	ok	raw	53505403
