pool	block	ident	line	budget	record	text
0x1c7a724b	0x2b00	0xbc	1	55	150	but that drum won't provide any cover.
0x1c7a724b	0x2bc0	0x88	0	87	150	They'd spot you in a second if you tried to conceal yourself in that thing.
0x1c7a724b	0x2c50	0x6c	0	55	150	C'mon! Give it up, already!
0x1c7a724b	0x2cc0	0xf5	0	105	150	The Giant Swallowtail butterflies in that area are a fairly common species of butterfly.
0x1c7a724b	0x2cc0	0xf5	1	73	150	Did you know their chrysalis stage occurs during winter?
0x1c7a724b	0x2dc0	0x60	0	39	150	Hear anything unusual?
0x1c7a724b	0x2e20	0x87	0	87	150	If any spot looks suspicious, tear it apart from top to bottom!
0x1c7a724b	0x2eb0	0x9f	0	103	150	Enemy security on the outside looks pretty tight. Which means he must be...
0x1c7a724b	0x2f50	0x7a	0	71	150	Did you check the houses? Take a peek inside.
0x1c7a724b	0x2fd0	0xb3	0	43	150	To peek inside a house,
0x1c7a724b	0x2fd0	0xb3	1	71	150	stand in front of the blue doors and press <I=ACT>.
0x1c7a724b	0x3090	0x88	0	87	150	The only other place he could hide would be those houses...
0x1c7a724b	0x3120	0x73	0	71	150	Zadornov's in one of those houses. I just know it!
0x1c7a724b	0x31a0	0x84	0	87	150	We've gotta save Chico, Snake. It's to our benefit, you know.
0x1c7a724b	0x3230	0x6a	0	55	150	They're using that village as a prison now.
0x1c7a724b	0x32a0	0x6a	0	55	150	Boss, please... You have to help Chico.
0x1c7a724b	0x3310	0x5e	0	39	150	Please, Snake. Help Chico...
0x1c7a724b	0x3370	0x73	0	71	150	The train terminal is beyond the coffee plantation.
0x1c7a724b	0x33f0	0x86	0	87	150	That cargo's bound for the rail terminal in El Cadalso - it has to be.
0x1c7a724b	0x3480	0x6f	0	55	150	The rail terminal should be in El Cadalso.
0x1c7a724b	0x34f0	0x67	0	55	150	Use C4 to destroy the barricade.
0x1c7a724b	0x3560	0x8a	0	87	150	Apparently, that aqueduct north of the village also serves as a bridge.
0x1c7a724b	0x35f0	0x6d	0	55	150	Head north. Look for the gorge.
0x1c7a724b	0x3660	0x14c	0	83	150	See those really big leaves around you? That's Gunnera Insignis.
0x1c7a724b	0x3660	0x14c	1	82	150	It's also known as Sombrilla de Pobre, or "Poor Man's Parasol".
0x1c7a724b	0x3660	0x14c	2	72	150	You can literally use it as a parasol if you want to.
0x1c7a724b	0x37b0	0xfd	0	30	150	Sombrilla de pobre...
0x1c7a724b	0x37b0	0xfd	1	57	150	I often use that whenever a champa isn't enough.
0x1c7a724b	0x37b0	0xfd	2	68	150	Sometimes the jungle is too wet for just one plastic sheet.
0x1c7af24b	0x0	0x92	0	103	156	Looks like we're just in time. Neutralize all enemies and secure the train!
0x1c7af24b	0xa0	0x77	0	71	156	Those tracks are from el basilisco. Be careful.
0x1c7af24b	0x120	0x6b	0	55	156	El basilisco is at least 30 vara (80 ft) tall.
0x1c7af24b	0x190	0x80	0	71	156	You saw those tracks. I don't have to tell you it's big.
0x1c7af24b	0x210	0x69	0	55	156	You'll have to neutralize all of\\nthose guards.
0x1c7af24b	0x280	0x6d	0	55	156	Neutralize that security detail.\\nAll of them.
0x1c7af24b	0x2f0	0x8b	0	87	156	Neutralize the soldiers. You might even tranquilize or knock them out.
0x1c7af24b	0x380	0xdb	0	69	156	To neutralize an enemy, put him to sleep, knock him out,
0x1c7af24b	0x380	0xdb	1	76	156	or leave him in a near-death state - whatever floats your boat.
0x1c7af24b	0x460	0x14c	0	83	156	See those really big leaves around you? That's Gunnera Insignis.
0x1c7af24b	0x460	0x14c	1	82	156	It's also known as Sombrilla de Pobre, or "Poor Man's Parasol".
0x1c7af24b	0x460	0x14c	2	72	156	You can literally use it as a parasol if you want to.
0x1c7af24b	0x5b0	0xfd	0	30	156	Sombrilla de pobre...
0x1c7af24b	0x5b0	0xfd	1	57	156	I often use that whenever a champa isn't enough.
0x1c7af24b	0x5b0	0xfd	2	68	156	Sometimes the jungle is too wet for just one plastic sheet.
0x1c7b724b	0x0	0x65	0	55	174	Cross the bridge and head north.
0x1c7b724b	0x70	0xcf	0	43	174	I can see the transport route.
0x1c7b724b	0x70	0xcf	1	87	174	And it seems the truck that we saw at the train terminal used it recently.
0x1c7b724b	0x140	0xbc	0	40	174	See the opposite shore?
0x1c7b724b	0x140	0xbc	1	73	174	That's the route the truck took from the train terminal.
0x1c7b724b	0x200	0x81	0	87	174	You can use the walkway along the water main to cross.
0x1c7b724b	0x290	0x70	0	55	174	It's a two-level walkway, one path on top of the other.
0x1c7b724b	0x300	0x8a	0	87	174	The upper route's falling apart, but the lower one should be fine.
0x1c7b724b	0x390	0x70	0	55	174	You should be able to climb up there with two people.
0x1c7b724b	0x400	0x91	0	103	174	You might be able to get past the enemy by hanging from the bridge.
0x1c7b724b	0x4a0	0x85	0	87	174	Press <I=ACT> near the bridge's handrail to hang.
0x1c7b724b	0x530	0x6f	0	55	174	You can't hang down when you're crouching.
0x1c7b724b	0x5a0	0x83	0	87	174	Quick, while the enemy's not looking, hang down from the handrail.
0x1c7b724b	0x630	0x80	0	71	174	I think I'd wet my pants if I had to cross that...
0x1c7b724b	0x6b0	0x84	0	87	174	Good, you've reached the\\ntransport route. Follow it to their base.
0x1c7b724b	0x740	0x9f	0	103	174	That's a truck route you're on.\\nTheir base is up ahead. Move out.
0x1c7b724b	0x7e0	0x77	0	71	174	Their base should be beyond that transport route.
0x1c7b724b	0x860	0x66	0	55	174	None of us have ever been that far before.
0x1c7b724b	0x8d0	0x7a	0	71	174	They've got the road blocked off.\\nThink you can cut through?
0x1c7b724b	0x950	0xa9	0	66	174	Damn, those guys are just hanging\\naround that stopped truck.
0x1c7b724b	0x950	0xa9	1	31	174	You've got to cut through.
0x1c7b724b	0xa00	0xab	0	47	174	There's a bunker on the mountainside.
0x1c7b724b	0xa00	0xab	1	51	174	Put the odds in your favor by seizing it.
0x1c7b724b	0xab0	0xb6	0	50	174	That bunker's in a perfect position.
0x1c7b724b	0xab0	0xb6	1	63	174	The battle will be much easier if you capture it.
0x1c7b724b	0xb70	0x94	0	103	174	Please, Snake. Make sure they can never use that bunker again.
0x1c7b724b	0xc10	0x91	0	103	174	The enemy base is in the mountains to the north. Keep heading north.
0x1c7b724b	0xcb0	0x85	0	87	174	Looks like the entrance is on the mountainside. Better hurry, Snake.
0x1c7b724b	0xd40	0x71	0	71	174	Even we have never been past there.
0x1c7b724b	0xdc0	0x8b	0	87	174	There should be an entrance about halfway up the mountain. Be careful.
0x1c7b724b	0xe50	0x14c	0	83	174	See those really big leaves around you? That's Gunnera Insignis.
0x1c7b724b	0xe50	0x14c	1	82	174	It's also known as Sombrilla de Pobre, or "Poor Man's Parasol".
0x1c7b724b	0xe50	0x14c	2	72	174	You can literally use it as a parasol if you want to.
0x1c7b724b	0xfa0	0xfd	0	30	174	Sombrilla de pobre...
0x1c7b724b	0xfa0	0xfd	1	57	174	I often use that whenever a champa isn't enough.
0x1c7b724b	0xfa0	0xfd	2	68	174	Sometimes the jungle is too wet for just one plastic sheet.
0x1c7bf24b	0x0	0x82	0	87	180	The base is beyond that fort.\\nYou've got to get past it somehow.
0x1c7bf24b	0x90	0x7b	0	71	180	You have to get through that fort.\\nTheir base is beyond it.
0x1c7bf24b	0x110	0x6a	0	55	180	There may be snipers on the roof.
0x1c7bf24b	0x180	0x55	0	39	180	Look out for those guns!
0x1c7bf24b	0x1e0	0xc0	0	64	180	Looks like there's ladder leading down to the fort.
0x1c7bf24b	0x1e0	0xc0	1	49	180	I'll bet security's extremely tight.
0x1c7bf24b	0x2a0	0x6e	0	55	180	Isn't there some other way besides the ladder?
0x1c7bf24b	0x310	0x67	0	55	180	They will be watching those ladders closely.
0x1c7bf24b	0x380	0xb4	0	79	180	Charging in right through the center is asking for a firefight.
0x1c7bf24b	0x380	0xb4	1	34	180	Way too dangerous.
0x1c7bf24b	0x440	0x65	0	55	180	Isn't there any other way to get in?
0x1c7bf24b	0x4b0	0x97	0	103	180	Can't you get in through there? I don't thinking climbing up's an option...
0x1c7bf24b	0x550	0x6f	0	55	180	Can you get around to the outside from there?
0x1c7bf24b	0x5c0	0x83	0	87	180	Is there a ledge between the basement and first floor levels?
0x1c7bf24b	0x650	0x84	0	87	180	If you can find a handhold somewhere, you might be able to move along it.
0x1c7bf24b	0x6e0	0x67	0	55	180	Looks like you could get in from the side.
0x1c7bf24b	0x750	0x65	0	55	180	Can you make it there by hanging?
0x1c7bf24b	0x7c0	0x6a	0	55	180	Great! It looks like you can get in from there!
0x1c7bf24b	0x830	0x6b	0	55	180	Good, you're in. Keep going, Boss.
0x1c7bf24b	0x8a0	0x90	0	87	180	Once you get through there, you'll be at the enemy base. Keep going, Snake!
0x1c7bf24b	0x930	0x83	0	87	180	You're almost at the enemy base. Just a little bit farther!
0x1c7bf24b	0x9c0	0xb2	0	40	180	That's some camouflage job.
0x1c7bf24b	0x9c0	0xb2	1	73	180	You couldn't even see this place from the satellite shots...
0x1c7bf24b	0xa80	0xc3	0	44	180	To use a gun turret,
0x1c7bf24b	0xa80	0xc3	1	85	180	get close enough so that an icon appears, then press <I=ACT>!
0x1c7bf24b	0xb50	0x67	0	55	180	Use <I=CAMERA> to aim at your target.
0x1c7bf24b	0xbc0	0x7b	0	71	180	Use <I=AIM> to zoom in and <I=ATK> to fire!
0x1c7bf24b	0xc40	0x67	0	55	180	Use <I=CAMERA> to aim at your target.
0x1c7bf24b	0xcb0	0x67	0	55	180	Use <I=CAMERA> to aim at your target.
0x1c7bf24b	0xd20	0x88	0	87	180	Use <I=MACHINGUN_ZOOM> to zoom in and <I=ATK> to fire!
0x1c7bf24b	0xdb0	0x88	0	87	180	Use <I=MACHINGUN_ZOOM> to zoom in and <I=ATK> to fire!
0x1c7bf24b	0xe40	0x88	0	87	180	Use <I=MACHINGUN_ZOOM> to zoom in and <I=ATK> to fire!
0x1c7bf24b	0xed0	0x85	0	87	180	Looks like the entrance is on the mountainside. Better hurry, Snake.
0x1c7bf24b	0xf60	0x71	0	71	180	Even we have never been past there.
0x1c7bf24b	0xfe0	0x8b	0	87	180	There should be an entrance about halfway up the mountain. Be careful.
0x1c7bf24b	0x1070	0x14c	0	83	180	See those really big leaves around you? That's Gunnera Insignis.
0x1c7bf24b	0x1070	0x14c	1	82	180	It's also known as Sombrilla de Pobre, or "Poor Man's Parasol".
0x1c7bf24b	0x1070	0x14c	2	72	180	You can literally use it as a parasol if you want to.
0x1c7bf24b	0x11c0	0xfd	0	30	180	Sombrilla de pobre...
0x1c7bf24b	0x11c0	0xfd	1	57	180	I often use that whenever a champa isn't enough.
0x1c7bf24b	0x11c0	0xfd	2	68	180	Sometimes the jungle is too wet for just one plastic sheet.
0x1c7c724b	0x0	0x88	0	87	186	That's an AI weapon - The Pupa! It's fast, so be careful!
0x1c7c724b	0x90	0x65	0	55	186	Neutralize the Pupa AI weapon!
0x1c7c724b	0x100	0x82	0	87	186	Lie flat to avoid getting hit when it charges!
0x1c7c724b	0x190	0x7c	0	71	186	Destroying that part should stop it from charging!
0x1c7c724b	0x210	0x70	0	55	186	Taking those out will prevent it from punching!
0x1c7c724b	0x280	0x7d	0	71	186	Destroying that will take its electroshock functions offline!
0x1c7c724b	0x300	0x61	0	55	186	You destroyed the machinegun!
0x1c7c724b	0x370	0x55	0	39	186	High voltage incoming!
0x1c7c724b	0x3d0	0x84	0	87	186	Take those lightning rods out! They direct its electroshock attack!
0x1c7c724b	0x460	0x85	0	87	186	The electroshock unit's trying to repair itself! Shoot it!
0x1c7c724b	0x4f0	0x66	0	55	186	Aaagh! Shoot THEM, not ME!
0x1c7c724b	0x560	0xc1	0	52	186	You'll never beat it like that...
0x1c7c724b	0x560	0xc1	1	77	186	You need to hit it with armor piercing rounds or an RPG...
0x1c7c724b	0x630	0xae	0	45	186	Don't waste those parts, Snake!
0x1c7c724b	0x630	0xae	1	52	186	Take it out by climbing in the AI pod!
0x1c7c724b	0x6e0	0x77	0	71	186	Blow the hatch and climb into the AI pod!
0x1c7c724b	0x760	0x6c	0	55	186	You should be able to get in the AI pod!
0x1c7c724b	0x7d0	0x80	0	71	186	You can't get in now... You'll have to stop it again.
0x1c7c724b	0x850	0x65	0	55	186	Now! Get in the AI pod!
0x1c7c724b	0x8c0	0x64	0	55	186	It's too late. Stop it from moving!
0x1c7c724b	0x930	0x5e	0	39	186	There's your chance! Get in!
0x1c7c724b	0x990	0x68	0	55	186	Aim for the cylindrical AI pod!
0x1c7c724b	0xa00	0xab	0	37	186	Get it to stop moving!
0x1c7c724b	0xa00	0xab	1	61	186	You need to buy time to get inside the AI pod!
0x1c7c724b	0xab0	0x76	0	71	186	Use armor piercing rounds or an RPG!
0x1c7c724b	0xb30	0xa9	0	70	186	Try to leave the weaponry and AI parts intact if possible.
0x1c7c724b	0xb30	0xa9	1	28	186	I can use those.
0x1c7c724b	0xbe0	0x79	0	71	186	There'll be some warning signs when it's coming out...
0x1c7c724b	0xc60	0x75	0	71	186	The Pupa's back up and running! Shut it down again!
0x1c7c724b	0xce0	0x63	0	55	186	There it is! That cylindrical pod!
0x1c7c724b	0xd50	0x7d	0	71	186	Too big, Snake. Not even the EM Net can pick that thing up.
0x1c7c724b	0xdd0	0x128	0	62	186	Non-lethal weapons against an AI machine?
0x1c7c724b	0xdd0	0x128	1	84	186	What do you think this is, shootin' squirrels in the backyard?!
0x1c7c724b	0xdd0	0x128	2	58	186	Get back here and get organized, now!
0x1c7c724b	0xf00	0x13d	0	63	186	THAT'S your gear?! What were you thinking?!
0x1c7c724b	0xf00	0x13d	1	90	186	You can't go up against the enemy like that. You won't stand a chance!
0x1c7c724b	0xf00	0x13d	2	66	186	Come back and give yourself a fighting chance.
0x1c7c724b	0x1040	0xc0	0	52	186	You think you can beat the enemy with THAT?!
0x1c7c724b	0x1040	0xc0	1	61	186	Go and equip yourself with some decent weapons first!
0x1c7c724b	0x1100	0x11a	0	83	186	You won't even hurt their feelings with the weapons you've got now!
0x1c7c724b	0x1100	0x11a	1	37	186	You need to come back
0x1c7c724b	0x1100	0x11a	2	69	186	and select some gear that'll actually do some damage.
0x1c7c724b	0x1220	0xb9	0	53	186	Whoo! Look at that thing move!
0x1c7c724b	0x1220	0xb9	1	61	186	I amaze myself sometimes... er, sorry,
0x1c7c724b	0x12e0	0xb4	0	63	186	If you destroy the boosters on the left and right,
0x1c7c724b	0x12e0	0xb4	1	50	186	you can stop it from charging at you!
0x1c7c724b	0x13a0	0x98	0	103	186	Destroy the treads on the left and right to stop it from doing its punch attack!
0x1c7c724b	0x1440	0x9e	0	43	186	Maybe you could buy some time
0x1c7c724b	0x1440	0x9e	1	38	186	by attacking the AI pod!
0x1c7c724b	0x14e0	0xac	0	46	186	Don't attack the AI pod too much
0x1c7c724b	0x14e0	0xac	1	51	186	or you might break the memory boards.
0x1c7c724b	0x1590	0xa8	0	40	186	Get close to the AI pod
0x1c7c724b	0x1590	0xa8	1	58	186	and press <I=ACT> when the icon shows up!
0x1c7c724b	0x1640	0x101	0	110	186	Apparently each part of an AI weapon is connected to a memory board inside the AI pod.
0x1c7c724b	0x1640	0x101	1	84	186	Destroying a part will release the lock on the memory board.
0x1c7c724b	0x1750	0x65	0	55	186	Now! Get inside the AI pod!
0x1c7c724b	0x17c0	0x67	0	55	186	The AI pod is open - get inside!
0x1c79f3cb	0x0	0x65	0	55	186	Now, yank out those memory boards!
0x1c79f3cb	0x70	0x6c	0	55	186	Each memory board has its own purpose.
0x1c79f3cb	0xe0	0xa9	0	119	186	Attacking certain parts should trigger a reaction in the corresponding memory board.
0x1c79f3cb	0x190	0xb4	0	52	186	Too big a shock from the outside
0x1c79f3cb	0x190	0xb4	1	61	186	may make it harder to extract the boards.
0x1c79f3cb	0x250	0x89	0	87	186	Pull out all the AI's memory boards before the pod's ejected!
0x1c79f3cb	0x2e0	0xc2	0	62	186	The black memory boards are locked.
0x1c79f3cb	0x2e0	0xc2	1	68	186	Go after the boards with icons over them.
0x1c79f3cb	0x3b0	0xa7	0	119	186	You can unlock memory boards by destroying the mechanical components that they control.
0x1c79f3cb	0x460	0x9e	0	103	186	Any boards you remove can be used to build our own AI weapon.
0x1c79f3cb	0x500	0xdc	0	93	186	Memory boards have different functions according to the icons displayed over them.
0x1c79f3cb	0x500	0xdc	1	53	186	Go ahead and take whichever ones you want.
0x1c79f3cb	0x5e0	0x6e	0	55	186	Pull out all the unlocked memory boards!
0x1c79f3cb	0x650	0xb9	0	45	186	Pull out the memory boards!
0x1c79f3cb	0x650	0xb9	1	68	186	All the unlocked boards will have icons over them.
0x1c79f3cb	0x710	0xd2	0	69	186	If you attack parts on the exterior of the machine,
0x1c79f3cb	0x710	0xd2	1	77	186	the memory boards that control those parts should light up.
0x1c79f3cb	0x7f0	0x98	0	103	186	You can tell what a memory board does by looking at its color when it lights up.
0x1c79f3cb	0x890	0x62	0	55	186	No good, that one's broken!
0x1c79f3cb	0x900	0x61	0	55	186	Forget about any broken boards.
0x1c79f3cb	0x970	0x67	0	55	186	What? What's a tape doing there?
0x1c79f3cb	0x9e0	0x4e	0	23	186	Another tape?
0x1c79f3cb	0xa30	0x85	0	87	186	Attack different areas of the exterior to disengage the lock.
0x1c79f3cb	0xac0	0x9e	0	43	186	Maybe you could buy some time
0x1c79f3cb	0xac0	0x9e	1	38	186	by attacking the AI pod!
0x1c79f3cb	0xb60	0x8c	0	87	186	Don't attack the AI pod! You'll damage the memory boards!
0x1c79f3cb	0xbf0	0x75	0	71	186	Watch your aim! We'll lose the memory boards!
0x1c79f3cb	0xc70	0xac	0	46	186	Don't attack the AI pod too much
0x1c79f3cb	0xc70	0xac	1	51	186	or you might break the memory boards.
0x1c79f3cb	0xd20	0x89	0	87	186	You can't pull out a broken board. Watch out for any changes in them.
0x1c79f3cb	0xdb0	0x7c	0	71	186	That one's locked. You'll have to unlock it first.
0x1c79f3cb	0xe30	0x5e	0	39	186	So... You found the tape...
0x1c79f3cb	0xe90	0xa2	0	22	186	What is that?
0x1c79f3cb	0xe90	0xa2	1	36	186	You mind if I listen to it?
0x1c79f3cb	0xe90	0xa2	2	17	186	Please?!
0x1c79f3cb	0xf40	0x61	0	55	186	Pull out the AI memory boards!
0x1c79f3cb	0xfb0	0xc4	0	61	186	There are four types of memory boards:
0x1c79f3cb	0xfb0	0xc4	1	68	186	"Attack," "Control," "Mobility," and "Sense."
0x1c79f3cb	0x1080	0x42	0	23	186	Jack...!
0x1c79f3cb	0x10d0	0xa0	0	14	186	Go home!
0x1c79f3cb	0x10d0	0xa0	1	32	186	I'm not your Boss anymore!
0x1c79f3cb	0x10d0	0xa0	2	14	186	Go home!
0x1c79f3cb	0x1170	0xa0	0	14	186	Go home!
0x1c79f3cb	0x1170	0xa0	1	32	186	I'm not your Boss anymore!
0x1c79f3cb	0x1170	0xa0	2	14	186	Go home!
0x1c79f3cb	0x1210	0xa0	0	14	186	Go home!
0x1c79f3cb	0x1210	0xa0	1	32	186	I'm not your Boss anymore!
0x1c79f3cb	0x1210	0xa0	2	14	186	Go home!
0x1c79f3cb	0x12b0	0xae	0	40	186	What is this... this response...
0x1c79f3cb	0x12b0	0xae	1	17	186	Oh god...
0x1c79f3cb	0x12b0	0xae	2	20	186	Discontinue!
0x1c79f3cb	0x1360	0x109	0	52	186	I've been waiting, Snake, for a long time.
0x1c79f3cb	0x1360	0x109	1	46	186	Waiting for your birth, your growth,
0x1c79f3cb	0x1360	0x109	2	36	186	and the finality of today.
0x1c79f3cb	0x1360	0x109	3	17	186	Boss...
0x1c79f3cb	0x1470	0x4d6	0	71	186	I didn't raise you and shape you into the man you are today
0x1c79f3cb	0x1470	0x4d6	1	55	186	just so we could face each other in battle.
0x1c79f3cb	0x1470	0x4d6	2	71	186	A soldier's skills aren't meant to be used to hurt friends.
0x1c79f3cb	0x1470	0x4d6	3	37	186	So then what is an enemy?
0x1c79f3cb	0x1470	0x4d6	4	64	186	Is there such a thing as an absolute timeless enemy?
0x1c79f3cb	0x1470	0x4d6	5	54	186	There is no such thing and never has been.
0x1c79f3cb	0x1470	0x4d6	6	72	186	And the reason is that our enemies are human beings like us.
0x1c79f3cb	0x1470	0x4d6	7	59	186	They can only be our enemies in relative terms.
0x1c79f3cb	0x1470	0x4d6	8	47	186	The world must be made whole again.
0x1c79f3cb	0x1470	0x4d6	9	46	186	The Philosophers must be reunited.
0x1c79f3cb	0x1470	0x4d6	10	52	186	I will devote my skills to that purpose.
0x1c79f3cb	0x1470	0x4d6	11	66	186	And with the Colonel's money, I will achieve that end.
0x1c79f3cb	0x1470	0x4d6	12	46	186	Just as I once created the Cobras.
0x1c79f3cb	0x1470	0x4d6	13	31	186	They are my family.
0x1c79f3cb	0x1470	0x4d6	14	52	186	I may no longer be able to bear children
0x1c79f3cb	0x1470	0x4d6	15	38	186	but I still have a family.
0x1c79f3cb	0x1950	0x363	0	19	186	I raised you.
0x1c79f3cb	0x1950	0x363	1	18	186	I loved you.
0x1c79f3cb	0x1950	0x363	2	52	186	I've given you weapons, taught you techniques,
0x1c79f3cb	0x1950	0x363	3	33	186	endowed you with knowledge.
0x1c79f3cb	0x1950	0x363	4	47	186	There is nothing more for me to give you.
0x1c79f3cb	0x1950	0x363	5	51	186	All that's left for you to take is my life...
0x1c79f3cb	0x1950	0x363	6	26	186	...by your own hand.
0x1c79f3cb	0x1950	0x363	7	37	186	One must die and one must live.
0x1c79f3cb	0x1950	0x363	8	28	186	No victory, no defeat.
0x1c79f3cb	0x1950	0x363	9	43	186	The survivor will carry on the fight.
0x1c79f3cb	0x1950	0x363	10	30	186	\\n\\nIt is our destiny...
0x1c79f3cb	0x1950	0x363	11	58	186	The one who survives will inherit the title of Boss.
0x1c79f3cb	0x1950	0x363	12	48	186	And the one who inherits the title of Boss
0x1c79f3cb	0x1950	0x363	13	47	186	will face an existence of endless battle.
0x1c79f3cb	0x1cc0	0x8e	0	15	186	Kill me...
0x1c79f3cb	0x1cc0	0x8e	1	19	186	Kill me now...
0x1c79f3cb	0x1cc0	0x8e	2	11	186	Do it.
0x1c79f3cb	0x1d50	0x8e	0	41	186	There's only room for one Boss...
0x1c79f3cb	0x1d50	0x8e	1	24	186	And one Snake...
0x1c79f3cb	0x1de0	0x73	0	71	186	The quick brown fox jumps over the lazy dog.
0x1c79f3cb	0x1e60	0x70	0	55	186	The lonely fox chases the one-eyed hound.
0x1c79f3cb	0x1ed0	0x6a	0	55	186	Shall we walk through the rainy plain of Spain?
0x1c79f3cb	0x1f40	0x128	0	36	186	Kawanishi-noseguchi, Kinunobebashi,
0x1c79f3cb	0x1f40	0x128	1	38	186	Takiyama, Uguisunomori, Tsuzumigataki
0x1c79f3cb	0x1f40	0x128	2	27	186	Tada, Hirano, Ichinotorii,
0x1c79f3cb	0x1f40	0x128	3	26	186	Uneno, Yamashita, Sasabe,
0x1c79f3cb	0x1f40	0x128	4	33	186	Kofudai, Tokiwadai, Myokenguchi.
0x1c79f3cb	0x2070	0x85	0	33	186	Pi is equal to 3.141...
0x1c79f3cb	0x2070	0x85	1	33	186	...59265358979323846...
0x1c79f3cb	0x2100	0x64	0	55	186	Pi is equal to 3.254637369888888....
0x1c79f3cb	0x2170	0xdf	0	27	186	Pi is...
0x1c79f3cb	0x2170	0xdf	1	27	186	Pi is...
0x1c79f3cb	0x2170	0xdf	2	30	186	...about 3.
0x1c79f3cb	0x2250	0x259	0	65	186	I gave up my body... and my child... for my country.
0x1c79f3cb	0x2250	0x259	1	49	186	There is nothing left inside me now.
0x1c79f3cb	0x2250	0x259	2	50	186	Thanks... thanks for listening to me.
0x1c79f3cb	0x2250	0x259	3	40	186	I feel... content. Snake...
0x1c79f3cb	0x2250	0x259	4	36	186	Commence the operation.
0x1c79f3cb	0x2250	0x259	5	56	186	All that's left for you to take is my life.
0x1c79f3cb	0x2250	0x259	6	72	186	Let's make this the greatest 10 minutes of our lives, Jack.
0x1c79f3cb	0x2250	0x259	7	30	186	You're a soldier!
0x1c79f3cb	0x24b0	0x146	0	36	186	I hear it's amazing
0x1c79f3cb	0x24b0	0x146	1	91	186	when the famous purple stuffed worm in flap-jaw space with the tuning fork
0x1c79f3cb	0x24b0	0x146	2	52	186	does a raw blink on Hara-kiri Rock.
0x1c79f3cb	0x24b0	0x146	3	37	186	I need scissors! 61!
0x1c79f3cb	0x2600	0x14c	0	63	186	Jack? I can't stop the transmission myself.
0x1c79f3cb	0x2600	0x14c	1	84	186	Receiving that data and deciding how to retaliate is my mission.
0x1c79f3cb	0x2600	0x14c	2	90	186	The data itself originates from a separate device inside the platform.
0x1c79f3cb	0x2750	0x1a4	0	49	186	Retaliation may be my mission,
0x1c79f3cb	0x2750	0x1a4	1	56	186	but I don't want the world destroyed.
0x1c79f3cb	0x2750	0x1a4	2	68	186	Transmission might stop if the power's cut off...
0x1c79f3cb	0x2750	0x1a4	3	48	186	But I can't cut my own power,
0x1c79f3cb	0x2750	0x1a4	4	70	186	any more than you can stop yourself from breathing.
0x1c79f3cb	0x2900	0x17b	0	79	186	Submerging the platform in the lake might cut the power.
0x1c79f3cb	0x2900	0x17b	1	59	186	But my body won't do what it's told.
0x1c79f3cb	0x2900	0x17b	2	71	186	Reptile may have taken over the motion controls.
0x1c79f3cb	0x2900	0x17b	3	54	186	It's acting out of pure reflex.
0x1c79f3cb	0x2a80	0x171	0	62	186	The power should cut off if I cease to function.
0x1c79f3cb	0x2a80	0x171	1	39	186	But I can't guarantee it.
0x1c79f3cb	0x2a80	0x171	2	37	186	Keep going. Destroy me.
0x1c79f3cb	0x2a80	0x171	3	57	186	All that's left for you to take is my life.
0x1c79f3cb	0x2a80	0x171	4	46	186	One must die, and one must live.
0x1c79f3cb	0x2c00	0x42	0	23	186	Jack...!
0x1c79f3cb	0x2c50	0x42	0	23	186	Jack...!
0x1c79f3cb	0x2ca0	0x42	0	23	186	Jack...!
0x1c79f3cb	0x2cf0	0x42	0	23	186	Jack...!
0x1c79f3cb	0x2d40	0x42	0	23	186	Jack...!
0x1c79f3cb	0x2d90	0x64	0	55	186	Pi is equal to 3.254637369888888....
0x1c79f3cb	0x2e00	0xa1	0	24	186	Pi is...
0x1c79f3cb	0x2e00	0xa1	1	24	186	Pi is...
0x1c79f3cb	0x2e00	0xa1	2	27	186	...about 3.
0x1c79f3cb	0x2eb0	0x57	0	39	186	Why'd you come back?
0x1c79f3cb	0x2f10	0x79	0	71	186	You'd better stay in line from now on.
0x1c79f38b	0x0	0x53	0	39	192	Hey, that looks delicious!
0x1c79f38b	0x60	0x7c	0	71	192	Ha ha, don't quit your day job.
0x1c79f38b	0xe0	0xa6	0	41	192	What're you going to do with that?
0x1c79f38b	0xe0	0xa6	1	57	192	You think you're some kind of hunter or something?
0x1c79f38b	0x190	0x5d	0	39	192	Whoa, where'd that thing come from!?
0x1c79f38b	0x1f0	0x62	0	55	192	What the hell? Is this even real?
0x1c79f38b	0x260	0x71	0	71	192	Is this some kind of joke!? What the hell is it?
0x1c79f38b	0x2e0	0x70	0	55	192	There it is. Time for some monster hunting!
0x1c79f38b	0x350	0x69	0	55	192	Careful, now, you're up against a monster!
0x1c79f38b	0x3c0	0x58	0	39	192	Look, that's so cool!
0x1c79f38b	0x420	0x47	0	23	192	A Tigrex...
0x1c79f38b	0x470	0x44	0	23	192	Rathalos!
0x1c79f38b	0x4c0	0x7f	0	71	192	Defend Mother Base! Get Gear REX under control!
0x1c79f38b	0x540	0x83	0	87	192	What a roar! It'll stun you if you're too close when you hear it!
0x1c79f38b	0x5d0	0x8b	0	87	192	You could block out that roar with, with earplugs or something...
0x1c79f38b	0x660	0x72	0	71	192	Pay attention! There is a sign before that charge attack!
0x1c79f38b	0x6e0	0x71	0	71	192	Man, wish I could see a live Tigrex, too...
